행정구역,조회기준,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
경기도 고양시 덕양구 대덕동(4128167000),2018년11월,"2,405","1,320",1.82,"1,349","1,056",1.28
경기도 고양시 덕양구 대덕동(4128167000),2018년12월,"2,430","1,341",1.81,"1,362","1,068",1.28
경기도 고양시 덕양구 대덕동(4128167000),2019년01월,"2,435","1,349",1.81,"1,368","1,067",1.28
경기도 고양시 덕양구 대덕동(4128167000),2019년02월,"2,443","1,353",1.81,"1,378","1,065",1.29
경기도 고양시 덕양구 대덕동(4128167000),2019년03월,"2,435","1,348",1.81,"1,371","1,064",1.29
경기도 고양시 덕양구 대덕동(4128167000),2019년04월,"2,421","1,353",1.79,"1,367","1,054",1.3
경기도 고양시 덕양구 대덕동(4128167000),2019년05월,"2,412","1,355",1.78,"1,365","1,047",1.3
경기도 고양시 덕양구 대덕동(4128167000),2019년06월,"2,412","1,355",1.78,"1,363","1,049",1.3
경기도 고양시 덕양구 대덕동(4128167000),2019년07월,"2,406","1,355",1.78,"1,362","1,044",1.3
경기도 고양시 덕양구 대덕동(4128167000),2019년08월,"2,405","1,357",1.77,"1,358","1,047",1.3
경기도 고양시 덕양구 대덕동(4128167000),2019년09월,"2,781","1,730",1.61,"1,633","1,148",1.42
경기도 고양시 덕양구 대덕동(4128167000),2019년10월,"2,785","1,736",1.6,"1,638","1,147",1.43
경기도 고양시 덕양구 대덕동(4128167000),2019년11월,"2,772","1,728",1.6,"1,627","1,145",1.42
경기도 고양시 덕양구 대덕동(4128167000),2019년12월,"2,737","1,688",1.62,"1,606","1,131",1.42
경기도 고양시 일산동구 (4128500000),2017년01월,"292,813","115,402",2.54,"143,013","149,800",0.95
경기도 고양시 일산동구 (4128500000),2017년02월,"292,979","115,584",2.53,"143,060","149,919",0.95
경기도 고양시 일산동구 (4128500000),2017년03월,"293,209","115,791",2.53,"143,196","150,013",0.95
경기도 고양시 일산동구 (4128500000),2017년04월,"293,290","115,953",2.53,"143,220","150,070",0.95
경기도 고양시 일산동구 (4128500000),2017년05월,"293,456","116,196",2.53,"143,304","150,152",0.95
경기도 고양시 일산동구 (4128500000),2017년06월,"293,553","116,496",2.52,"143,365","150,188",0.95
경기도 고양시 일산동구 (4128500000),2017년07월,"293,742","116,714",2.52,"143,434","150,308",0.95
경기도 고양시 일산동구 (4128500000),2017년08월,"293,729","116,914",2.51,"143,428","150,301",0.95
경기도 고양시 일산동구 (4128500000),2017년09월,"293,678","117,047",2.51,"143,382","150,296",0.95
경기도 고양시 일산동구 (4128500000),2017년10월,"293,592","117,118",2.51,"143,243","150,349",0.95
경기도 고양시 일산동구 (4128500000),2017년11월,"293,696","117,292",2.5,"143,318","150,378",0.95
경기도 고양시 일산동구 (4128500000),2017년12월,"293,673","117,436",2.5,"143,253","150,420",0.95
경기도 고양시 일산동구 (4128500000),2018년01월,"293,736","117,584",2.5,"143,307","150,429",0.95
경기도 고양시 일산동구 (4128500000),2018년02월,"293,602","117,712",2.49,"143,211","150,391",0.95
경기도 고양시 일산동구 (4128500000),2018년03월,"293,393","117,885",2.49,"143,052","150,341",0.95
경기도 고양시 일산동구 (4128500000),2018년04월,"293,318","118,017",2.49,"143,012","150,306",0.95
경기도 고양시 일산동구 (4128500000),2018년05월,"293,224","118,142",2.48,"143,004","150,220",0.95
경기도 고양시 일산동구 (4128500000),2018년06월,"294,650","118,821",2.48,"143,663","150,987",0.95
경기도 고양시 일산동구 (4128500000),2018년07월,"295,370","119,219",2.48,"143,990","151,380",0.95
경기도 고양시 일산동구 (4128500000),2018년08월,"295,962","119,774",2.47,"144,232","151,730",0.95
경기도 고양시 일산동구 (4128500000),2018년09월,"296,094","120,035",2.47,"144,300","151,794",0.95
경기도 고양시 일산동구 (4128500000),2018년10월,"296,296","120,282",2.46,"144,433","151,863",0.95
경기도 고양시 일산동구 (4128500000),2018년11월,"296,245","120,481",2.46,"144,400","151,845",0.95
경기도 고양시 일산동구 (4128500000),2018년12월,"296,223","120,658",2.46,"144,394","151,829",0.95
경기도 고양시 일산동구 (4128500000),2019년01월,"296,167","120,847",2.45,"144,306","151,861",0.95
경기도 고양시 일산동구 (4128500000),2019년02월,"295,879","120,972",2.45,"144,116","151,763",0.95
경기도 고양시 일산동구 (4128500000),2019년03월,"295,315","120,934",2.44,"143,802","151,513",0.95
경기도 고양시 일산동구 (4128500000),2019년04월,"294,990","120,993",2.44,"143,667","151,323",0.95
경기도 고양시 일산동구 (4128500000),2019년05월,"294,736","121,082",2.43,"143,571","151,165",0.95
경기도 고양시 일산동구 (4128500000),2019년06월,"294,650","121,184",2.43,"143,527","151,123",0.95
경기도 고양시 일산동구 (4128500000),2019년07월,"294,206","121,186",2.43,"143,278","150,928",0.95
경기도 고양시 일산동구 (4128500000),2019년08월,"293,804","121,092",2.43,"143,094","150,710",0.95
경기도 고양시 일산동구 (4128500000),2019년09월,"294,668","121,504",2.43,"143,533","151,135",0.95
경기도 고양시 일산동구 (4128500000),2019년10월,"296,032","122,126",2.42,"144,231","151,801",0.95
경기도 고양시 일산동구 (4128500000),2019년11월,"297,027","122,601",2.42,"144,700","152,327",0.95
경기도 고양시 일산동구 (4128500000),2019년12월,"297,671","122,981",2.42,"144,991","152,680",0.95
경기도 고양시 일산동구 식사동(4128551000),2017년01월,"32,835","10,795",3.04,"16,019","16,816",0.95
경기도 고양시 일산동구 식사동(4128551000),2017년02월,"32,870","10,833",3.03,"16,033","16,837",0.95
경기도 고양시 일산동구 식사동(4128551000),2017년03월,"32,868","10,855",3.03,"16,049","16,819",0.95
경기도 고양시 일산동구 식사동(4128551000),2017년04월,"32,865","10,866",3.02,"16,056","16,809",0.96
경기도 고양시 일산동구 식사동(4128551000),2017년05월,"32,906","10,904",3.02,"16,069","16,837",0.95
경기도 고양시 일산동구 식사동(4128551000),2017년06월,"32,891","10,927",3.01,"16,068","16,823",0.96
경기도 고양시 일산동구 식사동(4128551000),2017년07월,"32,909","10,949",3.01,"16,087","16,822",0.96
경기도 고양시 일산동구 식사동(4128551000),2017년08월,"32,914","10,968",3.0,"16,092","16,822",0.96
경기도 고양시 일산동구 식사동(4128551000),2017년09월,"32,890","10,964",3.0,"16,083","16,807",0.96
경기도 고양시 일산동구 식사동(4128551000),2017년10월,"32,900","10,977",3.0,"16,086","16,814",0.96
경기도 고양시 일산동구 식사동(4128551000),2017년11월,"33,007","11,028",2.99,"16,138","16,869",0.96
경기도 고양시 일산동구 식사동(4128551000),2017년12월,"33,117","11,074",2.99,"16,173","16,944",0.95
경기도 고양시 일산동구 식사동(4128551000),2018년01월,"33,267","11,141",2.99,"16,236","17,031",0.95
경기도 고양시 일산동구 식사동(4128551000),2018년02월,"33,423","11,211",2.98,"16,293","17,130",0.95
경기도 고양시 일산동구 식사동(4128551000),2018년03월,"33,584","11,301",2.97,"16,346","17,238",0.95
경기도 고양시 일산동구 식사동(4128551000),2018년04월,"33,786","11,391",2.97,"16,457","17,329",0.95
경기도 고양시 일산동구 식사동(4128551000),2018년05월,"33,904","11,468",2.96,"16,516","17,388",0.95
경기도 고양시 일산동구 식사동(4128551000),2018년06월,"33,946","11,498",2.95,"16,531","17,415",0.95
경기도 고양시 일산동구 식사동(4128551000),2018년07월,"34,005","11,533",2.95,"16,562","17,443",0.95
경기도 고양시 일산동구 식사동(4128551000),2018년08월,"34,029","11,583",2.94,"16,585","17,444",0.95
경기도 고양시 일산동구 식사동(4128551000),2018년09월,"34,083","11,626",2.93,"16,625","17,458",0.95
경기도 고양시 일산동구 식사동(4128551000),2018년10월,"34,162","11,666",2.93,"16,685","17,477",0.95
경기도 고양시 일산동구 식사동(4128551000),2018년11월,"34,232","11,699",2.93,"16,718","17,514",0.95
경기도 고양시 일산동구 식사동(4128551000),2018년12월,"34,262","11,725",2.92,"16,732","17,530",0.95
경기도 고양시 일산동구 식사동(4128551000),2019년01월,"34,250","11,727",2.92,"16,730","17,520",0.95
경기도 고양시 일산동구 식사동(4128551000),2019년02월,"34,142","11,728",2.91,"16,671","17,471",0.95
경기도 고양시 일산동구 식사동(4128551000),2019년03월,"34,134","11,757",2.9,"16,671","17,463",0.95
경기도 고양시 일산동구 식사동(4128551000),2019년04월,"34,132","11,760",2.9,"16,661","17,471",0.95
경기도 고양시 일산동구 식사동(4128551000),2019년05월,"34,120","11,746",2.9,"16,658","17,462",0.95
경기도 고양시 일산동구 식사동(4128551000),2019년06월,"34,141","11,746",2.91,"16,658","17,483",0.95
경기도 고양시 일산동구 식사동(4128551000),2019년07월,"34,130","11,742",2.91,"16,650","17,480",0.95
경기도 고양시 일산동구 식사동(4128551000),2019년08월,"34,157","11,752",2.91,"16,639","17,518",0.95
경기도 고양시 일산동구 식사동(4128551000),2019년09월,"34,168","11,764",2.9,"16,644","17,524",0.95
경기도 고양시 일산동구 식사동(4128551000),2019년10월,"34,145","11,751",2.91,"16,642","17,503",0.95
경기도 고양시 일산동구 식사동(4128551000),2019년11월,"34,119","11,733",2.91,"16,620","17,499",0.95
경기도 고양시 일산동구 식사동(4128551000),2019년12월,"34,197","11,745",2.91,"16,637","17,560",0.95
경기도 고양시 일산동구 중산동(4128552000),2017년01월,"44,625","16,869",2.65,"21,706","22,919",0.95
경기도 고양시 일산동구 중산동(4128552000),2017년02월,"44,584","16,896",2.64,"21,696","22,888",0.95
경기도 고양시 일산동구 중산동(4128552000),2017년03월,"44,610","16,911",2.64,"21,716","22,894",0.95
경기도 고양시 일산동구 중산동(4128552000),2017년04월,"44,561","16,908",2.64,"21,705","22,856",0.95
경기도 고양시 일산동구 중산동(4128552000),2017년05월,"44,525","16,905",2.63,"21,686","22,839",0.95
경기도 고양시 일산동구 중산동(4128552000),2017년06월,"44,586","16,955",2.63,"21,713","22,873",0.95
경기도 고양시 일산동구 중산동(4128552000),2017년07월,"44,556","16,968",2.63,"21,692","22,864",0.95
경기도 고양시 일산동구 중산동(4128552000),2017년08월,"44,486","16,971",2.62,"21,657","22,829",0.95
경기도 고양시 일산동구 중산동(4128552000),2017년09월,"44,391","16,959",2.62,"21,602","22,789",0.95
경기도 고양시 일산동구 중산동(4128552000),2017년10월,"44,303","16,938",2.62,"21,558","22,745",0.95
경기도 고양시 일산동구 중산동(4128552000),2017년11월,"44,189","16,925",2.61,"21,512","22,677",0.95
경기도 고양시 일산동구 중산동(4128552000),2017년12월,"44,103","16,917",2.61,"21,488","22,615",0.95
경기도 고양시 일산동구 중산동(4128552000),2018년01월,"44,049","16,908",2.61,"21,483","22,566",0.95
경기도 고양시 일산동구 중산동(4128552000),2018년02월,"44,006","16,897",2.6,"21,449","22,557",0.95
경기도 고양시 일산동구 중산동(4128552000),2018년03월,"43,901","16,878",2.6,"21,377","22,524",0.95
경기도 고양시 일산동구 중산동(4128552000),2018년04월,"43,798","16,856",2.6,"21,308","22,490",0.95
경기도 고양시 일산동구 중산동(4128552000),2018년05월,"43,783","16,859",2.6,"21,320","22,463",0.95
경기도 고양시 일산동구 중산동(4128552000),2018년06월,"45,612","17,541",2.6,"22,189","23,423",0.95
경기도 고양시 일산동구 중산동(4128552000),2018년07월,"46,756","17,954",2.6,"22,746","24,010",0.95
경기도 고양시 일산동구 중산동(4128552000),2018년08월,"47,789","18,365",2.6,"23,236","24,553",0.95
경기도 고양시 일산동구 중산동(4128552000),2018년09월,"48,097","18,519",2.6,"23,386","24,711",0.95
경기도 고양시 일산동구 중산동(4128552000),2018년10월,"48,305","18,614",2.6,"23,481","24,824",0.95
경기도 고양시 일산동구 중산동(4128552000),2018년11월,"48,327","18,669",2.59,"23,507","24,820",0.95
경기도 고양시 일산동구 중산동(4128552000),2018년12월,"48,357","18,705",2.59,"23,517","24,840",0.95
경기도 고양시 일산동구 중산동(4128552000),2019년01월,"48,319","18,716",2.58,"23,504","24,815",0.95
경기도 고양시 일산동구 중산동(4128552000),2019년02월,"48,343","18,779",2.57,"23,503","24,840",0.95
경기도 고양시 일산동구 중산동(4128552000),2019년03월,"48,200","18,761",2.57,"23,423","24,777",0.95
경기도 고양시 일산동구 중산동(4128552000),2019년04월,"48,104","18,743",2.57,"23,362","24,742",0.94
경기도 고양시 일산동구 중산동(4128552000),2019년05월,"48,098","18,794",2.56,"23,347","24,751",0.94
경기도 고양시 일산동구 중산동(4128552000),2019년06월,"48,097","18,803",2.56,"23,342","24,755",0.94
경기도 고양시 일산동구 중산동(4128552000),2019년07월,"48,031","18,817",2.55,"23,303","24,728",0.94
경기도 고양시 일산동구 중산동(4128552000),2019년08월,"47,885","18,761",2.55,"23,232","24,653",0.94
경기도 고양시 일산동구 중산동(4128552000),2019년09월,"47,758","18,755",2.55,"23,171","24,587",0.94
경기도 고양시 일산동구 중산동(4128552000),2019년10월,"47,660","18,738",2.54,"23,101","24,559",0.94
경기도 고양시 일산동구 중산동(4128552000),2019년11월,"47,664","18,750",2.54,"23,087","24,577",0.94
경기도 고양시 일산동구 중산동(4128552000),2019년12월,"47,664","18,787",2.54,"23,071","24,593",0.94
경기도 고양시 일산동구 정발산동(4128553000),2017년01월,"27,122","10,684",2.54,"13,111","14,011",0.94
경기도 고양시 일산동구 정발산동(4128553000),2017년02월,"27,063","10,690",2.53,"13,086","13,977",0.94
경기도 고양시 일산동구 정발산동(4128553000),2017년03월,"27,113","10,710",2.53,"13,118","13,995",0.94
경기도 고양시 일산동구 정발산동(4128553000),2017년04월,"27,056","10,692",2.53,"13,093","13,963",0.94
경기도 고양시 일산동구 정발산동(4128553000),2017년05월,"26,984","10,684",2.53,"13,079","13,905",0.94
경기도 고양시 일산동구 정발산동(4128553000),2017년06월,"26,929","10,699",2.52,"13,055","13,874",0.94
경기도 고양시 일산동구 정발산동(4128553000),2017년07월,"26,866","10,673",2.52,"13,040","13,826",0.94
경기도 고양시 일산동구 정발산동(4128553000),2017년08월,"26,810","10,646",2.52,"12,994","13,816",0.94
경기도 고양시 일산동구 정발산동(4128553000),2017년09월,"26,734","10,625",2.52,"12,941","13,793",0.94
경기도 고양시 일산동구 정발산동(4128553000),2017년10월,"26,616","10,587",2.51,"12,867","13,749",0.94
경기도 고양시 일산동구 정발산동(4128553000),2017년11월,"26,580","10,589",2.51,"12,854","13,726",0.94
경기도 고양시 일산동구 정발산동(4128553000),2017년12월,"26,514","10,576",2.51,"12,807","13,707",0.93
경기도 고양시 일산동구 정발산동(4128553000),2018년01월,"26,428","10,549",2.51,"12,758","13,670",0.93
경기도 고양시 일산동구 정발산동(4128553000),2018년02월,"26,362","10,562",2.5,"12,736","13,626",0.93
경기도 고양시 일산동구 정발산동(4128553000),2018년03월,"26,247","10,539",2.49,"12,676","13,571",0.93
경기도 고양시 일산동구 정발산동(4128553000),2018년04월,"26,238","10,555",2.49,"12,682","13,556",0.94
경기도 고양시 일산동구 정발산동(4128553000),2018년05월,"26,139","10,563",2.47,"12,615","13,524",0.93
경기도 고양시 일산동구 정발산동(4128553000),2018년06월,"26,028","10,542",2.47,"12,577","13,451",0.94
경기도 고양시 일산동구 정발산동(4128553000),2018년07월,"25,932","10,517",2.47,"12,515","13,417",0.93
경기도 고양시 일산동구 정발산동(4128553000),2018년08월,"25,824","10,523",2.45,"12,461","13,363",0.93
경기도 고양시 일산동구 정발산동(4128553000),2018년09월,"25,760","10,531",2.45,"12,428","13,332",0.93
경기도 고양시 일산동구 정발산동(4128553000),2018년10월,"25,729","10,529",2.44,"12,415","13,314",0.93
경기도 고양시 일산동구 정발산동(4128553000),2018년11월,"25,657","10,536",2.44,"12,386","13,271",0.93
경기도 고양시 일산동구 정발산동(4128553000),2018년12월,"25,550","10,516",2.43,"12,330","13,220",0.93
경기도 고양시 일산동구 정발산동(4128553000),2019년01월,"25,438","10,493",2.42,"12,259","13,179",0.93
경기도 고양시 일산동구 정발산동(4128553000),2019년02월,"25,387","10,506",2.42,"12,257","13,130",0.93
경기도 고양시 일산동구 정발산동(4128553000),2019년03월,"25,277","10,488",2.41,"12,201","13,076",0.93
경기도 고양시 일산동구 정발산동(4128553000),2019년04월,"25,180","10,465",2.41,"12,185","12,995",0.94
경기도 고양시 일산동구 정발산동(4128553000),2019년05월,"25,141","10,479",2.4,"12,152","12,989",0.94
경기도 고양시 일산동구 정발산동(4128553000),2019년06월,"25,058","10,459",2.4,"12,116","12,942",0.94
경기도 고양시 일산동구 정발산동(4128553000),2019년07월,"24,931","10,436",2.39,"12,047","12,884",0.94
경기도 고양시 일산동구 정발산동(4128553000),2019년08월,"24,778","10,385",2.39,"11,976","12,802",0.94
경기도 고양시 일산동구 정발산동(4128553000),2019년09월,"24,654","10,353",2.38,"11,912","12,742",0.93
경기도 고양시 일산동구 정발산동(4128553000),2019년10월,"24,500","10,298",2.38,"11,841","12,659",0.94
경기도 고양시 일산동구 정발산동(4128553000),2019년11월,"24,405","10,265",2.38,"11,802","12,603",0.94
경기도 고양시 일산동구 정발산동(4128553000),2019년12월,"24,349","10,278",2.37,"11,775","12,574",0.94
경기도 고양시 일산동구 풍산동(4128554000),2017년01월,"39,420","13,972",2.82,"19,136","20,284",0.94
경기도 고양시 일산동구 풍산동(4128554000),2017년02월,"39,419","13,997",2.82,"19,144","20,275",0.94
경기도 고양시 일산동구 풍산동(4128554000),2017년03월,"39,425","14,009",2.81,"19,121","20,304",0.94
경기도 고양시 일산동구 풍산동(4128554000),2017년04월,"39,398","13,993",2.82,"19,099","20,299",0.94
경기도 고양시 일산동구 풍산동(4128554000),2017년05월,"39,521","14,056",2.81,"19,161","20,360",0.94
경기도 고양시 일산동구 풍산동(4128554000),2017년06월,"39,646","14,154",2.8,"19,223","20,423",0.94
경기도 고양시 일산동구 풍산동(4128554000),2017년07월,"39,704","14,200",2.8,"19,238","20,466",0.94
경기도 고양시 일산동구 풍산동(4128554000),2017년08월,"39,737","14,269",2.78,"19,255","20,482",0.94
경기도 고양시 일산동구 풍산동(4128554000),2017년09월,"39,821","14,324",2.78,"19,284","20,537",0.94
경기도 고양시 일산동구 풍산동(4128554000),2017년10월,"39,843","14,349",2.78,"19,292","20,551",0.94
경기도 고양시 일산동구 풍산동(4128554000),2017년11월,"39,863","14,392",2.77,"19,307","20,556",0.94
경기도 고양시 일산동구 풍산동(4128554000),2017년12월,"39,911","14,431",2.77,"19,312","20,599",0.94
경기도 고양시 일산동구 풍산동(4128554000),2018년01월,"39,902","14,451",2.76,"19,312","20,590",0.94
경기도 고양시 일산동구 풍산동(4128554000),2018년02월,"39,842","14,451",2.76,"19,293","20,549",0.94
경기도 고양시 일산동구 풍산동(4128554000),2018년03월,"39,897","14,493",2.75,"19,326","20,571",0.94
경기도 고양시 일산동구 풍산동(4128554000),2018년04월,"39,963","14,529",2.75,"19,323","20,640",0.94
경기도 고양시 일산동구 풍산동(4128554000),2018년05월,"39,995","14,548",2.75,"19,342","20,653",0.94
경기도 고양시 일산동구 풍산동(4128554000),2018년06월,"39,895","14,548",2.74,"19,294","20,601",0.94
경기도 고양시 일산동구 풍산동(4128554000),2018년07월,"39,792","14,523",2.74,"19,248","20,544",0.94
경기도 고양시 일산동구 풍산동(4128554000),2018년08월,"39,779","14,550",2.73,"19,239","20,540",0.94
경기도 고양시 일산동구 풍산동(4128554000),2018년09월,"39,745","14,558",2.73,"19,203","20,542",0.93
경기도 고양시 일산동구 풍산동(4128554000),2018년10월,"39,750","14,575",2.73,"19,225","20,525",0.94
경기도 고양시 일산동구 풍산동(4128554000),2018년11월,"39,761","14,581",2.73,"19,201","20,560",0.93
경기도 고양시 일산동구 풍산동(4128554000),2018년12월,"39,833","14,619",2.72,"19,241","20,592",0.93
경기도 고양시 일산동구 풍산동(4128554000),2019년01월,"39,779","14,619",2.72,"19,217","20,562",0.93
경기도 고양시 일산동구 풍산동(4128554000),2019년02월,"39,790","14,631",2.72,"19,215","20,575",0.93
경기도 고양시 일산동구 풍산동(4128554000),2019년03월,"39,776","14,621",2.72,"19,208","20,568",0.93
경기도 고양시 일산동구 풍산동(4128554000),2019년04월,"39,829","14,649",2.72,"19,252","20,577",0.94
경기도 고양시 일산동구 풍산동(4128554000),2019년05월,"39,841","14,674",2.72,"19,252","20,589",0.94
경기도 고양시 일산동구 풍산동(4128554000),2019년06월,"39,860","14,712",2.71,"19,267","20,593",0.94
경기도 고양시 일산동구 풍산동(4128554000),2019년07월,"39,867","14,713",2.71,"19,269","20,598",0.94
경기도 고양시 일산동구 풍산동(4128554000),2019년08월,"39,860","14,725",2.71,"19,274","20,586",0.94
경기도 고양시 일산동구 풍산동(4128554000),2019년09월,"39,789","14,693",2.71,"19,243","20,546",0.94
경기도 고양시 일산동구 풍산동(4128554000),2019년10월,"39,730","14,695",2.7,"19,203","20,527",0.94
경기도 고양시 일산동구 풍산동(4128554000),2019년11월,"39,734","14,703",2.7,"19,193","20,541",0.93
경기도 고양시 일산동구 풍산동(4128554000),2019년12월,"39,667","14,688",2.7,"19,165","20,502",0.93
경기도 고양시 일산동구 백석1동(4128555100),2017년01월,"32,985","13,013",2.53,"15,911","17,074",0.93
경기도 고양시 일산동구 백석1동(4128555100),2017년02월,"33,175","13,050",2.54,"15,988","17,187",0.93
경기도 고양시 일산동구 백석1동(4128555100),2017년03월,"33,234","13,085",2.54,"16,034","17,200",0.93
경기도 고양시 일산동구 백석1동(4128555100),2017년04월,"33,242","13,107",2.54,"16,034","17,208",0.93
경기도 고양시 일산동구 백석1동(4128555100),2017년05월,"33,249","13,131",2.53,"16,037","17,212",0.93
경기도 고양시 일산동구 백석1동(4128555100),2017년06월,"33,215","13,145",2.53,"16,013","17,202",0.93
경기도 고양시 일산동구 백석1동(4128555100),2017년07월,"33,214","13,156",2.52,"16,011","17,203",0.93
경기도 고양시 일산동구 백석1동(4128555100),2017년08월,"33,213","13,178",2.52,"16,007","17,206",0.93
경기도 고양시 일산동구 백석1동(4128555100),2017년09월,"33,207","13,195",2.52,"15,990","17,217",0.93
경기도 고양시 일산동구 백석1동(4128555100),2017년10월,"33,233","13,210",2.52,"15,982","17,251",0.93
경기도 고양시 일산동구 백석1동(4128555100),2017년11월,"33,202","13,182",2.52,"15,953","17,249",0.92
경기도 고양시 일산동구 백석1동(4128555100),2017년12월,"33,102","13,170",2.51,"15,895","17,207",0.92
경기도 고양시 일산동구 백석1동(4128555100),2018년01월,"33,104","13,179",2.51,"15,898","17,206",0.92
경기도 고양시 일산동구 백석1동(4128555100),2018년02월,"33,042","13,168",2.51,"15,858","17,184",0.92
경기도 고양시 일산동구 백석1동(4128555100),2018년03월,"32,976","13,173",2.5,"15,820","17,156",0.92
경기도 고양시 일산동구 백석1동(4128555100),2018년04월,"32,916","13,155",2.5,"15,812","17,104",0.92
경기도 고양시 일산동구 백석1동(4128555100),2018년05월,"32,898","13,157",2.5,"15,804","17,094",0.92
경기도 고양시 일산동구 백석1동(4128555100),2018년06월,"32,825","13,142",2.5,"15,759","17,066",0.92
경기도 고양시 일산동구 백석1동(4128555100),2018년07월,"32,651","13,109",2.49,"15,681","16,970",0.92
경기도 고양시 일산동구 백석1동(4128555100),2018년08월,"32,556","13,100",2.49,"15,627","16,929",0.92
경기도 고양시 일산동구 백석1동(4128555100),2018년09월,"32,447","13,074",2.48,"15,573","16,874",0.92
경기도 고양시 일산동구 백석1동(4128555100),2018년10월,"32,347","13,066",2.48,"15,525","16,822",0.92
경기도 고양시 일산동구 백석1동(4128555100),2018년11월,"32,314","13,079",2.47,"15,506","16,808",0.92
경기도 고양시 일산동구 백석1동(4128555100),2018년12월,"32,283","13,085",2.47,"15,486","16,797",0.92
경기도 고양시 일산동구 백석1동(4128555100),2019년01월,"32,264","13,098",2.46,"15,447","16,817",0.92
경기도 고양시 일산동구 백석1동(4128555100),2019년02월,"32,119","13,057",2.46,"15,360","16,759",0.92
경기도 고양시 일산동구 백석1동(4128555100),2019년03월,"32,032","13,037",2.46,"15,312","16,720",0.92
경기도 고양시 일산동구 백석1동(4128555100),2019년04월,"31,990","13,054",2.45,"15,282","16,708",0.91
경기도 고양시 일산동구 백석1동(4128555100),2019년05월,"31,938","13,042",2.45,"15,284","16,654",0.92
경기도 고양시 일산동구 백석1동(4128555100),2019년06월,"31,904","13,041",2.45,"15,256","16,648",0.92
경기도 고양시 일산동구 백석1동(4128555100),2019년07월,"31,845","13,043",2.44,"15,216","16,629",0.92
경기도 고양시 일산동구 백석1동(4128555100),2019년08월,"31,741","13,010",2.44,"15,190","16,551",0.92
경기도 고양시 일산동구 백석1동(4128555100),2019년09월,"31,601","12,989",2.43,"15,130","16,471",0.92
경기도 고양시 일산동구 백석1동(4128555100),2019년10월,"31,463","12,976",2.42,"15,060","16,403",0.92
경기도 고양시 일산동구 백석1동(4128555100),2019년11월,"31,386","12,974",2.42,"15,024","16,362",0.92
경기도 고양시 일산동구 백석1동(4128555100),2019년12월,"31,356","12,981",2.42,"15,015","16,341",0.92
경기도 고양시 일산동구 백석2동(4128555200),2017년01월,"22,132","11,132",1.99,"10,752","11,380",0.94
경기도 고양시 일산동구 백석2동(4128555200),2017년02월,"22,067","11,126",1.98,"10,689","11,378",0.94
경기도 고양시 일산동구 백석2동(4128555200),2017년03월,"22,097","11,146",1.98,"10,702","11,395",0.94
경기도 고양시 일산동구 백석2동(4128555200),2017년04월,"22,103","11,160",1.98,"10,703","11,400",0.94
경기도 고양시 일산동구 백석2동(4128555200),2017년05월,"22,085","11,161",1.98,"10,679","11,406",0.94
경기도 고양시 일산동구 백석2동(4128555200),2017년06월,"22,080","11,166",1.98,"10,675","11,405",0.94
경기도 고양시 일산동구 백석2동(4128555200),2017년07월,"22,097","11,172",1.98,"10,683","11,414",0.94
경기도 고양시 일산동구 백석2동(4128555200),2017년08월,"22,085","11,163",1.98,"10,670","11,415",0.93
경기도 고양시 일산동구 백석2동(4128555200),2017년09월,"22,013","11,156",1.97,"10,648","11,365",0.94
경기도 고양시 일산동구 백석2동(4128555200),2017년10월,"22,011","11,176",1.97,"10,625","11,386",0.93
경기도 고양시 일산동구 백석2동(4128555200),2017년11월,"22,048","11,195",1.97,"10,644","11,404",0.93
경기도 고양시 일산동구 백석2동(4128555200),2017년12월,"22,077","11,200",1.97,"10,675","11,402",0.94
경기도 고양시 일산동구 백석2동(4128555200),2018년01월,"22,046","11,197",1.97,"10,673","11,373",0.94
경기도 고양시 일산동구 백석2동(4128555200),2018년02월,"22,042","11,213",1.97,"10,653","11,389",0.94
경기도 고양시 일산동구 백석2동(4128555200),2018년03월,"22,045","11,239",1.96,"10,669","11,376",0.94
경기도 고양시 일산동구 백석2동(4128555200),2018년04월,"21,970","11,240",1.95,"10,627","11,343",0.94
경기도 고양시 일산동구 백석2동(4128555200),2018년05월,"21,933","11,236",1.95,"10,627","11,306",0.94
경기도 고양시 일산동구 백석2동(4128555200),2018년06월,"21,850","11,208",1.95,"10,590","11,260",0.94
경기도 고양시 일산동구 백석2동(4128555200),2018년07월,"21,760","11,177",1.95,"10,541","11,219",0.94
경기도 고양시 일산동구 백석2동(4128555200),2018년08월,"21,697","11,181",1.94,"10,505","11,192",0.94
경기도 고양시 일산동구 백석2동(4128555200),2018년09월,"21,676","11,192",1.94,"10,503","11,173",0.94
경기도 고양시 일산동구 백석2동(4128555200),2018년10월,"21,667","11,210",1.93,"10,492","11,175",0.94
경기도 고양시 일산동구 백석2동(4128555200),2018년11월,"21,599","11,193",1.93,"10,456","11,143",0.94
경기도 고양시 일산동구 백석2동(4128555200),2018년12월,"21,590","11,218",1.92,"10,452","11,138",0.94
경기도 고양시 일산동구 백석2동(4128555200),2019년01월,"21,580","11,251",1.92,"10,433","11,147",0.94
경기도 고양시 일산동구 백석2동(4128555200),2019년02월,"21,538","11,230",1.92,"10,429","11,109",0.94
경기도 고양시 일산동구 백석2동(4128555200),2019년03월,"21,471","11,222",1.91,"10,388","11,083",0.94
