포스터,행사명,개최기간,주최,분류
https://www.kintex.com/images/img_nothing.jpg,월드패밀리잉글리쉬 쇼 ,2019.05.25 ~ 2019.05.25,월드패밀리잉글리쉬코리아 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,고양DMC호반베르디움 2차 입주자 초청행사,2019.05.25 ~ 2019.05.26,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,고양시학원연합회 세미나,2019.05.25 ~ 2019.10.17,고양시학원연합회  ,회의
https://www.kintex.com/common/download.jsp?attachno=409943&seq=1,2019 베이블레이드 버스트 아시아 챔피언십 & 페스티벌,2019.05.26 ~ 2019.05.26,영실업  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,2019 국가직공무원 9급 공채 면접시험,2019.05.26 ~ 2019.05.29,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,우리은행 상반기 면접 컨벤션,2019.05.27 ~ 2019.05.31,우리은행  ,회의
https://www.kintex.com/images/img_nothing.jpg,동아에스티 초음파 아카데미,2019.05.28 ~ 2019.05.28,동아에스티(주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,"무분별한 신도시 지정, 무엇이 문제인가?",2019.05.28 ~ 2019.05.28,재단법인 여의도연구원  ,회의
https://www.kintex.com/images/img_nothing.jpg,나도 이제 수출할고양(고양시 수출방방곡곡) ,2019.05.29 ~ 2019.05.29,(사)한국무역협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019 국토교통기술대전 부대행사,2019.05.29 ~ 2019.05.31,국토교통과학기술진흥원  ,회의
https://www.kintex.com/common/download.jsp?attachno=404896&seq=1,2019 국토교통기술대전,2019.05.29 ~ 2019.05.31,국토교통부 ,전시회
https://www.kintex.com/images/img_nothing.jpg,(주)스마텍 회의,2019.05.30 ~ 2019.05.30,주식회사 스마텍  ,회의
https://www.kintex.com/common/download.jsp?attachno=416185&seq=1,내일은 미스트롯 전국투어 콘서트 - 고양,2019.06.01 ~ 2019.06.01,에스플레이프로젝트㈜  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,월드패밀리잉글리쉬 쇼,2019.06.01 ~ 2019.06.01,월드패밀리잉글리쉬코리아 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,원시티 입주자 초청행사,2019.06.01 ~ 2019.06.02,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,Collaborative Conference on Materials Research 2019,2019.06.03 ~ 2019.06.06,광운대학교 산학협력단  ,회의
https://www.kintex.com/common/download.jsp?attachno=390906&seq=1,2019 코리아렌탈쇼,2019.06.06 ~ 2019.06.09,"KINTEX, SBS플러스, 한국렌탈협회 ",전시회
https://www.kintex.com/common/download.jsp?attachno=391105&seq=1,대한민국명품특산물페스티벌,2019.06.06 ~ 2019.06.09,대한민국지방신문협의회 ,전시회
https://www.kintex.com/common/download.jsp?attachno=391304&seq=1,2019 더 골프쇼,2019.06.06 ~ 2019.06.09,"㈜이엑스스포테인먼트, 한국경제신문사 ",전시회
https://www.kintex.com/common/download.jsp?attachno=391228&seq=1,제31회 맘앤베이비엑스포,2019.06.06 ~ 2019.06.09,(주)유아림 ,전시회
https://www.kintex.com/common/download.jsp?attachno=408595&seq=1,2019 고양가구박람회,2019.06.06 ~ 2019.06.09,경기고양시 일산가구협동조합 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2019 하나투어 여행박람회 부대행사,2019.06.06 ~ 2019.06.09,하나투어  ,회의
https://www.kintex.com/common/download.jsp?attachno=403774&seq=1,2019 하나투어 여행박람회,2019.06.07 ~ 2019.06.09,(주)하나투어 ,전시회
https://www.kintex.com/common/download.jsp?attachno=403777&seq=1,2019 국제아웃도어캠핑&레포츠페스티벌,2019.06.07 ~ 2019.06.09,메쎄이상 ,전시회
https://www.kintex.com/common/download.jsp?attachno=401077&seq=1,2019 귀어귀촌 박람회,2019.06.07 ~ 2019.06.09,해양수산부 ,전시회
https://www.kintex.com/images/img_nothing.jpg,ZIC 페스티벌,2019.06.08 ~ 2019.06.09,사단법인 한국뷰티니스예술진흥원  ,회의
https://www.kintex.com/images/img_nothing.jpg,일산 청솔학원 6월 평가원 모의고사 분석 설명회,2019.06.09 ~ 2019.06.09,청솔학원 일산지점  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019년도 상반기 5차 치매 예방 교육 컨퍼런스,2019.06.10 ~ 2019.06.27,국민건강보험공단 경인지역본부  ,회의
https://www.kintex.com/images/img_nothing.jpg,동아에스티 초음파 아카데미,2019.06.11 ~ 2019.06.11,동아에스티(주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,중국 인증 설명회,2019.06.11 ~ 2019.06.11,(사)한국무역협회  ,회의
https://www.kintex.com/common/download.jsp?attachno=416301&seq=1,2019 대한민국 마케팅 Fair,2019.06.13 ~ 2019.06.15,중소벤처기업부 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2019 롯데하이마트 세일즈 마스터즈 ,2019.06.13 ~ 2019.06.19,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,2019 Global Leadership and Innovation Conference,2019.06.14 ~ 2019.06.15,유니시티코리아(유)  ,회의
https://www.kintex.com/common/download.jsp?attachno=416821&seq=1,"2019 고양 FCI 아시아, 아프리카 & 오세아니아 섹션 쇼",2019.06.15 ~ 2019.06.16,사단법인 한국애견연맹 ,전시회
https://www.kintex.com/images/img_nothing.jpg,힐스테이트 삼송역 입주자 초청행사,2019.06.15 ~ 2019.06.16,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,월드패밀리잉글리쉬 쇼,2019.06.16 ~ 2019.06.16,월드패밀리잉글리쉬코리아 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019 아이니웨딩박람회,2019.06.16 ~ 2019.06.16,(주) 아이니웨딩네트웍스  ,회의
https://www.kintex.com/images/img_nothing.jpg,Big Bad Wolf 스태프 인터뷰,2019.06.16 ~ 2019.06.16,이든앤앨리스마케팅  ,회의
https://www.kintex.com/images/img_nothing.jpg,청심국제중고등학교 입학설명회,2019.06.18 ~ 2019.06.18,청심국제중고등학교  ,회의
https://www.kintex.com/images/img_nothing.jpg,해수부 융복합 과제 중간점검회의,2019.06.19 ~ 2019.06.19,(주)신금하  ,회의
https://www.kintex.com/images/img_nothing.jpg,신규제공기관을 위한 제3차 인큐베이팅 컨설팅,2019.06.19 ~ 2019.06.19,경기복지재단  ,회의
https://www.kintex.com/common/download.jsp?attachno=0&seq=1,대한민국 세계여성발명포럼,2019.06.20 ~ 2019.06.20,(사)한국여성발명협회  ,회의
https://www.kintex.com/common/download.jsp?attachno=390865&seq=1,케이샵 2019,2019.06.19 ~ 2019.06.21,킨텍스 ,전시회
https://www.kintex.com/common/download.jsp?attachno=391294&seq=1,금속산업대전 2019(코리아 컴포짓쇼 2019),2019.06.19 ~ 2019.06.21,한국전람㈜ ,전시회
https://www.kintex.com/common/download.jsp?attachno=394730&seq=1,2019 세계태양에너지엑스포,2019.06.19 ~ 2019.06.21, 세계태양에너지엑스포 조직위원회 ,전시회
https://www.kintex.com/common/download.jsp?attachno=394735&seq=1,2019 세계에너지저장시스템엑스포,2019.06.19 ~ 2019.06.21,세계에너지저장시스템 엑스포 조직위원회 ,전시회
https://www.kintex.com/common/download.jsp?attachno=394740&seq=1,2019 세계탄소제로엑스포,2019.06.19 ~ 2019.06.21,세계탄소제로엑스포 조직위원회 ,전시회
https://www.kintex.com/images/img_nothing.jpg,세계태양에너지엑스포 2019 부대행사,2019.06.19 ~ 2019.06.21,(주)인포더  ,회의
https://www.kintex.com/images/img_nothing.jpg,중소벤처기업 진흥공단,2019.06.20 ~ 2019.06.20,메가쇼  ,회의
https://www.kintex.com/common/download.jsp?attachno=416661&seq=1,2019 해양수산·양식·식품 수출박람회(2019 Sea Farm Show),2019.06.20 ~ 2019.06.22,해양수산부 ,전시회
https://www.kintex.com/common/download.jsp?attachno=391302&seq=1,메가쇼 2019 시즌1,2019.06.20 ~ 2019.06.23,메가쇼 ,전시회
https://www.kintex.com/common/download.jsp?attachno=411114&seq=1,여성발명왕 Expo,2019.06.20 ~ 2019.06.23,특허청 ,전시회
https://www.kintex.com/images/img_nothing.jpg,웃음치료 강연,2019.06.21 ~ 2019.06.21,SK매직  ,회의
https://www.kintex.com/images/img_nothing.jpg,캐나다 유학 박람회,2019.06.22 ~ 2019.06.22,캐너스인터내셔널 (주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,코리아폴리스쿨 스피치대회 ,2019.06.22 ~ 2019.06.22,(주)코리아폴리스쿨  ,회의
https://www.kintex.com/images/img_nothing.jpg,킨텍스 더샵그라비스타 입주자 초청행사,2019.06.22 ~ 2019.06.23,  ,이벤트
https://www.kintex.com/common/download.jsp?attachno=423823&seq=1,"상상체험 키즈월드 시즌9, 레이싱 키즈월드 시즌5",2019.06.22 ~ 2019.10.03,KBS N / 주식회사 렌쥴리에듀테인먼트 / 주식회사제이투비  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,2019 한국자동차협회 회의,2019.06.25 ~ 2019.06.25,한국자동차산업협회  ,"<td>
271

						</td>"
https://www.kintex.com/images/img_nothing.jpg,에픽컴퍼니 학부모 교육 세미나,2019.06.25 ~ 2019.06.25,주식회사 에픽컴퍼니  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국보육진흥원 마음성장 프로젝트,2019.06.25 ~ 2019.06.25,한국보육진흥원  ,회의
https://www.kintex.com/images/img_nothing.jpg, TBM 과제 착수 회의,2019.06.25 ~ 2019.06.25,한국건설기술연구원  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019 LED & OLED 전시회 부대행사,2019.06.25 ~ 2019.06.26,(사)엘이디산업포럼  ,회의
https://www.kintex.com/images/img_nothing.jpg,중소기업 맞춤형 사업계획서 작성 교육,2019.06.25 ~ 2019.06.26,한국항공대학교 산학협력단  ,회의
https://www.kintex.com/common/download.jsp?attachno=391362&seq=1,2019 국제 LED & OLED EXPO,2019.06.25 ~ 2019.06.27,"산업통상자원부, LED산업포럼, 대한무역투자공사  ",전시회
https://www.kintex.com/images/img_nothing.jpg,피플라이프 세미나,2019.06.26 ~ 2019.06.26,피플라이프 주식회사  ,회의
https://www.kintex.com/common/download.jsp?attachno=401632&seq=1,인사이드 3D프린팅 2019,2019.06.26 ~ 2019.06.28,"(한)킨텍스, (미)3DR Holdings, 3DPrint.com, SmarTech 82)",전시회
https://www.kintex.com/images/img_nothing.jpg,중소벤처기업진흥공단 2019년 상반기 일반직/업무지원직 신규채용,2019.06.27 ~ 2019.06.28,인크루트 주식회사  ,회의
https://www.kintex.com/common/download.jsp?attachno=418839&seq=1,제2회 2019 시니어 창업 & 일자리 박람회,2019.06.27 ~ 2019.06.29,대한민국재향경우회 ,전시회
https://www.kintex.com/common/download.jsp?attachno=424285&seq=1,킨텍스 해피월드 시즌12 - MBC 텔레몬스터 대모험,2019.06.28 ~ 2019.08.18,"킨텍스, iMBC  ",이벤트
https://www.kintex.com/common/download.jsp?attachno=423824&seq=1,ALL KIDS 플레이 아지트,2019.06.29 ~ 2019.09.22,KBS N / 주식회사 렌쥴리에듀테인먼트 / 주식회사제이투비  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,2019 성장중심평가 중학교 교원 역량강화 직무연수,2019.06.29 ~ 2019.09.28,경기도혁신교육연수원  ,회의
https://www.kintex.com/images/img_nothing.jpg,Big bad wolf 스태프 교육,2019.06.30 ~ 2019.06.30,이든앤앨리스마케팅  ,회의
https://www.kintex.com/images/img_nothing.jpg,A공사 채용 필기시험 ,2019.07.01 ~ 2019.07.01,인크루트 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019 나노코리아 부대행사,2019.07.01 ~ 2019.07.05,사단법인 나노기술연구협의회  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국수력원자력 신입사원 채용 면접,2019.07.01 ~ 2019.07.05,(주)커리어넷  ,회의
https://www.kintex.com/images/img_nothing.jpg,월드패밀리잉글리쉬 액티비티,2019.07.02 ~ 2019.07.02,월드패밀리잉글리쉬코리아 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019 나노코리아 부대행사 (나노기술 연구 조합),2019.07.02 ~ 2019.07.03,나노융합산업연구조합  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019년 도로의 날 기념식 ,2019.07.04 ~ 2019.07.04,사단법인 한국도로협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,삼성전기 채용설명회(나노코리아 부대행사),2019.07.03 ~ 2019.07.04,삼성전기  ,회의
https://www.kintex.com/common/download.jsp?attachno=411116&seq=1,나노코리아 2019,2019.07.03 ~ 2019.07.05,"산업통상자원부, 과학기술정보통신부 ",전시회
https://www.kintex.com/images/img_nothing.jpg,2019 ATEM Fair 부대행사,2019.07.03 ~ 2019.07.05,사단법인 한국접착코팅협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,기관 고유사업 정기 회의,2019.07.04 ~ 2019.07.04,한국과학기술연구원  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019 도로의날 부대행사,2019.07.04 ~ 2019.07.05,한국도로공사 도로교통연구원  ,회의
https://www.kintex.com/common/download.jsp?attachno=0&seq=1,창립 50주년 기념 고속도로 특별박람회,2019.07.04 ~ 2019.07.05,한국도로공사 도로교통연구원 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2019 VAPE KOREA 부대행사,2019.07.05 ~ 2019.07.05,주식회사 킨텍스  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019 VAPE KOREA 부대행사,2019.07.05 ~ 2019.07.05,(주)킨텍스  ,회의
https://www.kintex.com/common/download.jsp?attachno=390870&seq=1,제2회 한국국제전자담배박람회,2019.07.05 ~ 2019.07.07,"킨텍스, 더페어스, 한국전자담배산업협회 ",전시회
https://www.kintex.com/common/download.jsp?attachno=423818&seq=1,2019 피닉스 섬머 페스티벌,2019.07.05 ~ 2019.07.07,(사)대한다트협회  ,이벤트
https://www.kintex.com/common/download.jsp?attachno=419436&seq=1,빅배드울프 북 세일,2019.07.05 ~ 2019.07.15, 빅배드울프북스코리아 유한회사 ,전시회
https://www.kintex.com/common/download.jsp?attachno=0&seq=1,2019 국제대회 안내부,2019.07.06 ~ 2019.07.06,  ,회의
https://www.kintex.com/images/img_nothing.jpg,전국대학생MICE포럼,2019.07.06 ~ 2019.07.06,사단법인 고양시관광컨벤션협의회  ,회의
https://www.kintex.com/images/img_nothing.jpg,일산지사와 함께하는 엄마표디즈니,2019.07.06 ~ 2019.07.06,월드패밀리 잉글리시일산파주지사  ,회의
https://www.kintex.com/images/img_nothing.jpg,애터미 원데이 세미나(3분기),2019.07.06 ~ 2019.09.07,애터미 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,시크릿 수도권 원데이 세미나(3분기),2019.07.07 ~ 2019.09.08,시크릿다이렉트코리아 수도권세미나  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019년 하반기 1차 치매 예방 교육 컨퍼런스,2019.07.08 ~ 2019.07.23,국민건강보험공단 경인지역본부  ,회의
https://www.kintex.com/images/img_nothing.jpg,동아에스티 초음파 아카데미,2019.07.09 ~ 2019.07.09,동아에스티(주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019년 하반기 신상품 설명회 ,2019.07.10 ~ 2019.07.10,한국다이와 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,일산지역 학생대상 학생부 종합전형 워크숍 및 학부모 진로진학 아카데미 ,2019.07.11 ~ 2019.07.11,인하대학교  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019년 건설산업진흥본부 직무역량강화교육,2019.07.11 ~ 2019.07.11,한국건설기술연구원  ,회의
https://www.kintex.com/common/download.jsp?attachno=423764&seq=1,2019년도 인공지능 R&D 그랜드 챌린지 대회,2019.07.12 ~ 2019.07.12,과학기술정보통신부  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,2019 애터미 석세스 아카데미,2019.07.12 ~ 2019.07.13,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,월드패밀리잉글리쉬 쇼,2019.07.13 ~ 2019.07.13,월드패밀리잉글리쉬코리아 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,S바디워크필라테스 컨퍼런스,2019.07.13 ~ 2019.07.13,주식회사 에스바디워크필라테스  ,회의
https://www.kintex.com/images/img_nothing.jpg,월드패밀리잉글리쉬 쇼,2019.07.14 ~ 2019.07.14,월드패밀리잉글리쉬코리아 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,에픽컴퍼니 학부모 교육 세미나,2019.07.16 ~ 2019.07.16,주식회사 에픽컴퍼니  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019 농협은행 비전선포식 ,2019.07.16 ~ 2019.07.16,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,호상사 수주 상담회,2019.07.16 ~ 2019.07.18,(주)호상사  ,회의
https://www.kintex.com/images/img_nothing.jpg,케이엘 아웃피터 수주 상담회,2019.07.16 ~ 2019.06.18,케이엘 아웃피터  ,"<td>
251

						</td>"
https://www.kintex.com/images/img_nothing.jpg,NEMO 2020 수주회,2019.07.16 ~ 2019.07.18,엠케이아웃도어  ,"<td>
251

						</td>"
https://www.kintex.com/images/img_nothing.jpg,제품 수주회,2019.07.16 ~ 2019.07.18,(주)메드아웃도어  ,"<td>
251

						</td>"
https://www.kintex.com/images/img_nothing.jpg,[국제행사] SEOUL OPEN,2019.07.17 ~ 2019.07.18,디베이트코리아  ,회의
https://www.kintex.com/images/img_nothing.jpg,엄마가 꼭 알아야 할 우리 아이 성교육 - 정은아 박사 무료특강,2019.07.18 ~ 2019.07.18,주식회사 보아스코퍼레이션  ,회의
https://www.kintex.com/images/img_nothing.jpg,타파웨어브랜즈코리아 네이처케어 특별 교육,2019.07.18 ~ 2019.07.18,(주)타파웨어브랜즈 코리아 서울지점  ,회의
https://www.kintex.com/images/img_nothing.jpg,카톨릭대학교 세미나,2019.07.18 ~ 2019.07.18,가톨릭대학교  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019 영재학교 전략 설명회,2019.07.18 ~ 2019.07.18,(주)씨엠에스에듀  ,회의
https://www.kintex.com/common/download.jsp?attachno=421470&seq=1,케이팜 귀농귀촌박람회 2019,2019.07.18 ~ 2019.07.20,㈜메쎄이상 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2019 케이팜 부대행사,2019.07.18 ~ 2019.07.20,(주)메쎄이상  ,회의
https://www.kintex.com/images/img_nothing.jpg,(Debate Korea) Seoul Open Convention,2019.07.18 ~ 2019.07.25,디베이트코리아  ,회의
https://www.kintex.com/common/download.jsp?attachno=421471&seq=1,2019 대한민국생활낚시박람회,2019.07.19 ~ 2019.07.21,㈜서울메쎄인터내셔널 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2020학년도 고양시 수시대비 입시박람회,2019.07.20 ~ 2019.07.20,  ,전시회
https://www.kintex.com/images/img_nothing.jpg,아미코젠퍼시픽 3주년 그랜드 컨벤션,2019.07.20 ~ 2019.07.20,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,신시어엔터테인먼트 아티스트 팬사인회,2019.07.20 ~ 2019.07.20,신시어엔터테인먼트  ,회의
https://www.kintex.com/common/download.jsp?attachno=0&seq=1,"가족뮤지컬 ""우리 아빠가 최고야""",2019.07.20 ~ 2019.08.18,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,2019 지방자치경영대상 시상식,2019.07.23 ~ 2019.07.23,사단법인 한국공공자치연구원  ,회의
https://www.kintex.com/images/img_nothing.jpg,새터중학교 신축공사 설계 VE 워크샵,2019.07.24 ~ 2019.07.24,(주)리오씨엠건축  ,회의
https://www.kintex.com/images/img_nothing.jpg,중소기업 맞춤형 사업계획서 작성 교육,2019.07.24 ~ 2019.07.25,한국항공대학교 산학협력단  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019 청소년 발명 페스티벌 부대행사,2019.07.24 ~ 2019.07.27,한국발명진흥회  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019 청소년 발명 페스티벌 부대행사,2019.07.25 ~ 2019.07.25,한국발명진흥회  ,회의
https://www.kintex.com/common/download.jsp?attachno=422144&seq=1,2019 청소년 발명 페스티벌,2019.07.25 ~ 2019.07.27,특허청 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2019 G12 Conference ,2019.07.25 ~ 2019.07.27,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,대한민국 청소년 기자단 12기 발대식 및 오리엔테이션,2019.07.27 ~ 2019.07.27,대한민국청소년기자단  ,회의
https://www.kintex.com/images/img_nothing.jpg,전국 우수 미술학원 실전실기대전,2019.07.27 ~ 2019.07.27,마이디 미술학원  ,회의
https://www.kintex.com/images/img_nothing.jpg,킨텍스 원시티 입주자 초청행사,2019.07.27 ~ 2019.07.28,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,오븐앤조이 카페 15주년 행사,2019.07.27 ~ 2019.07.28,베이크엔조이  ,회의
https://www.kintex.com/images/img_nothing.jpg,제 22차 세계렘넌트 대회 & 제 9회 세계청소년교류엑스포,2019.07.27 ~ 2019.08.02,세계청소년교류엑스포조직위원회  ,회의
https://www.kintex.com/images/img_nothing.jpg,제 9회 세계청소년교류엑스포,2019.07.30 ~ 2019.08.01,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,제22차 2019 세계 렘넌트 대회,2019.07.30 ~ 2019.08.02,  ,이벤트
https://www.kintex.com/common/download.jsp?attachno=422110&seq=1,2019 GS25 뮤직 앤 비어페스티벌,2019.08.03 ~ 2019.08.03,㈜GS리테일  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,월드패밀리잉글리쉬 쇼,2019.08.03 ~ 2019.08.03,월드패밀리잉글리쉬코리아 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,제9회 SIGMUN,2019.08.03 ~ 2019.08.05,글로벌인재육성사업단  ,회의
https://www.kintex.com/images/img_nothing.jpg,2020학년도 신입생을 위한 북일고등학교 설명회,2019.08.04 ~ 2019.08.04,북일고등학교  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국건설기술연구원 신입직원 교육,2019.08.05 ~ 2019.08.06,한국표준협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019년 하반기 2차 치매 예방 교육 컨퍼런스,2019.08.05 ~ 2019.08.19,국민건강보험공단 경인지역본부  ,회의
https://www.kintex.com/common/download.jsp?attachno=424443&seq=1,2019 국제기능올림픽선수협회 전시•체험교육•기능경기대회,2019.08.06 ~ 2019.08.07,(사)국제기능올림픽선수협회  ,이벤트
https://www.kintex.com/common/download.jsp?attachno=424931&seq=1,어반자카파 10주년 전국투어-고양,2019.08.10 ~ 2019.08.10,"㈜컬쳐팩토리, 제이지스타  ",이벤트
https://www.kintex.com/images/img_nothing.jpg,지창수의 불효자는 웁니다,2019.08.10 ~ 2019.08.10,주식회사 조은라이프  ,회의
https://www.kintex.com/common/download.jsp?attachno=425226&seq=1,제2회 모두의 온리 페스티벌,2019.08.10 ~ 2019.08.11,㈜ 북팔코믹스  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,월드패밀리잉글리쉬 쇼,2019.08.11 ~ 2019.08.11,월드패밀리잉글리쉬코리아 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,제품 교육,2019.08.12 ~ 2019.08.12,이즈시스템 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,노트10 제품 교육,2019.08.13 ~ 2019.08.13,에프엠커뮤니케이션즈  ,회의
https://www.kintex.com/common/download.jsp?attachno=425123&seq=1,경기도 버스 승무 사원 채용 박람회,2019.08.13 ~ 2019.08.14,경기도버스정책과  ,회의
https://www.kintex.com/common/download.jsp?attachno=423050&seq=1,"3.1운동 100주년, 광복74주년 2019 통일실천축제한마당",2019.08.15 ~ 2019.08.15,"통일을실천하는사람들, 대한민국헌정회  ",이벤트
https://www.kintex.com/images/img_nothing.jpg,국가혁명당 창당대회,2019.08.15 ~ 2019.08.15,(주)킨텍스  ,회의
https://www.kintex.com/images/img_nothing.jpg,대한민국 국제관광 박람회,2019.08.15 ~ 2019.08.16,주식회사 유니버설라이브  ,회의
https://www.kintex.com/common/download.jsp?attachno=423646&seq=1,2019 미베 베이비엑스포 / 미래유아교육박람회,2019.08.15 ~ 2019.08.18,㈜미래전람 ,전시회
https://www.kintex.com/common/download.jsp?attachno=423861&seq=1,제4회 대한민국 국제 관광박람회,2019.08.15 ~ 2019.08.18,대한민국 국제 관광박람회 조직위원회 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2019 미베베이비 엑스포 부대행사,2019.08.16 ~ 2019.08.16,주식회사 미래전람  ,회의
https://www.kintex.com/common/download.jsp?attachno=423769&seq=1,2019 한국관상어산업박람회 및 제5회 해양수산부장관배 한국관상어품평회,2019.08.16 ~ 2019.08.18,해양수산부 ,전시회
https://www.kintex.com/images/img_nothing.jpg,제 61회 대한소화기내시경학회 세미나,2019.08.17 ~ 2019.08.18,대한소화기내시경학회  ,회의
https://www.kintex.com/images/img_nothing.jpg,대한소화기내시경학회,2019.08.18 ~ 2019.08.18,  ,전시회
https://www.kintex.com/images/img_nothing.jpg,우리은행 하반기 면접컨벤션,2019.08.19 ~ 2019.08.23,우리은행  ,회의
https://www.kintex.com/images/img_nothing.jpg,오너 CEO의 핵심 세무 리스크 해결전략 세미나,2019.08.20 ~ 2019.08.20,개인사용자  ,"<td>
271

						</td>"
https://www.kintex.com/images/img_nothing.jpg,장기요양기관 사회복지사 등 교육진행(8월),2019.08.20 ~ 2019.08.21,국민건강보험공단 경인지역본부  ,"<td>
271

						</td>"
https://www.kintex.com/images/img_nothing.jpg,경기도 청소년 노동인권 박람회,2019.08.21 ~ 2019.08.21,  ,전시회
https://www.kintex.com/images/img_nothing.jpg,경기도 지역사회 서비스 투자사업 의무보수 교육,2019.08.22 ~ 2019.08.22,경기복지재단  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국건설기술연구원 신입직원 교육,2019.08.22 ~ 2019.08.22,한국표준협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,농협중앙회 하반기 농축협 컨퍼런스,2019.08.22 ~ 2019.08.22,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,2019 리더십콘서트,2019.08.22 ~ 2019.08.23,(재)한국장학재단  ,회의
https://www.kintex.com/common/download.jsp?attachno=404894&seq=1,제51회 MBC건축박람회 ,2019.08.22 ~ 2019.08.25,동아전람 ,전시회
https://www.kintex.com/images/img_nothing.jpg,제51회 MBC 건축박람회 세미나 (전시 부대행사),2019.08.22 ~ 2019.08.25,동아전람  ,회의
https://www.kintex.com/images/img_nothing.jpg,The 13th Global Beauty Cup,2019.08.23 ~ 2019.08.24,(주) 오딧세이네일시스템  ,회의
https://www.kintex.com/common/download.jsp?attachno=0&seq=1,2019 퍼펙트 코리아 & 피닉스컵 4차 대회,2019.08.25 ~ 2019.08.25,(사)대한다트협회  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,동아에스티 초음파 아카데미,2019.08.27 ~ 2019.08.27,동아에스티(주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,제12회 국제자원순환산업전 부대행사,2019.08.28 ~ 2019.08.29,(주)광륭  ,회의
https://www.kintex.com/common/download.jsp?attachno=404636&seq=1,제12회 국제자원순환산업전/2019 한국 중장비부품 및 어태치먼트 전시회,2019.08.28 ~ 2019.08.30,주식회사 광륭 ,전시회
https://www.kintex.com/images/img_nothing.jpg,현대자동차 트럭앤버스 비즈니스 페어 부대행사,2019.08.29 ~ 2019.08.29,매크로매트릭스  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국국제가구인테리어산업대전 부대행사 (KOFURN),2019.08.29 ~ 2019.08.30,대한가구산업협동조합연합회  ,회의
